prioridad,producto,multiunidad,razon_social,establecimientos,tamano,sector,actividad,correo,correo_nominal,telefono,web,colonia,cp
24,01 Dictamen IFS,no,RN6 CONSTRUCCIONES E INSTALACIONES S DE RL DE CV,1,11-30,Construcción,Instalaciones eléctricas en construcciones,FACTURACION@RN6CONSTRCCIONES.COM,no,,,PARQUE INDUSTRIAL,83297
24,01 Dictamen IFS,no,RUVERSA SA DE CV,1,11-30,Construcción,"Construcción de carreteras, puentes y similares",RUVERSA@HOTMAIL.COM,no,,,SAN ANGEL,
24,01 Dictamen IFS,no,SANTA ROSA CONSTRUCCIONES SA DE CV,1,11-30,Construcción,Otros trabajos especializados para la construcción,SANTAROSAC@GMAIL.COM,no,,,PRADOS DEL SOL,83246
24,01 Dictamen IFS,no,SERVICIO DE INGENIERIA CONSTRUCCION Y ESTRUCTURA SA DE CV,1,11-30,Construcción,Montaje de estructuras de acero prefabricadas,LOPEZFELIXM@GMAIL.COM,no,,,MODELO,83190
24,01 Dictamen IFS,no,SIT COMUNICACIONES SA DE CV,1,11-30,Construcción,"Construcción de obras para el tratamiento, distribución y suministro d",SITHERMOSILLO@GMAIL.COM,no,,,PASEO DEL SOL,83246
24,01 Dictamen IFS,no,SMD PROYECTOS DE INGENIERIA SA DE CV,1,11-30,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",SMDPROYECTOSING@GMAIL.COM,no,,,LOMAS PITIC,
24,01 Dictamen IFS,no,TECNO DESARROLLOS SA DE CV,1,11-30,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",J.MILLANES@TEDES.MX,sí,,,PIMENTEL,83188
24,01 Dictamen IFS,no,TELTRON  SA DE CV,1,11-30,Construcción,Construcción de obras de generación y conducción de energía eléctrica,ALVARO.VILLEGAS@TELTRON.COM.MX,sí,,WWW.TELTRON.COM.MX,HACIENDA DE LA FLOR,83040
24,01 Dictamen IFS,no,"TEPAC TERRACERIAS, PAVIMENTACION Y CONSTRUCCION SA DE CV  SC DE RL DE CV",1,11-30,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",TEPACSADECV@GMAIL.COM,no,,,RESIDENCIAL DE ANZA,83248
24,01 Dictamen IFS,no,TERRACERIAS Y CONSTRUCCIONES OPOSON SA DE CV,1,11-30,Construcción,"Construcción de carreteras, puentes y similares",M.NORIEGA@TECOSA.COM.MX,sí,,,EL CENTENARIO,
24,01 Dictamen IFS,no,TITAN SA DE CV,1,11-30,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",TITANPROYECTOS@HOTMAIL.COM,no,,,OLIVARES,83180
24,01 Dictamen IFS,no,VICOMING SA DE CV,1,11-30,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",ADMINISTRACION@VICOMING.MX,no,,WWW.VICOMING.MX,SAN LUIS,83160
24,01 Dictamen IFS,no,VIGA PROYECTOS E INGENIERIA SC DE RL DE CV,1,11-30,Construcción,"Edificación de inmuebles comerciales y de servicios, excepto la superv",COMPRAS.VIGA@GMAIL.COM,sí,,,LOMA LINDA,83150
24,01 Dictamen IFS,no,WYETREE MX SAPI DE CV,1,11-30,Construcción,Supervisión de construcción de obras para petróleo y gas,OFICINA@WYETREE.COM,no,,WWW.WYETREE.COM,CENTENARIO,
24,01 Dictamen IFS,no,XXI CONSTRUCCIONES SA DE CV,1,11-30,Construcción,Construcción de obras de urbanización,CONTABILIDAD@XXICONSTRUCCIONES.COM,no,,,LOS ARCOS,83250
24,01 Dictamen IFS,no,SUQIEE REPOSTERIA FINA SA DE CV,1,11-30,Manufactura,Panificación tradicional,DULCEBEJARANO@SUQIEE.COM.MX,no,,WWW.SUQIEE.COM.MX,SAHUARO,83170
24,01 Dictamen IFS,no,LUIS LAGATA RAMOS SC DE RL,1,11-30,Manufactura,Panificación tradicional,PEPITORIAS_CHUYITAS@HOTMAIL.COM,sí,,,AV ANGEL GARCIA ABUERTO,83136
24,01 Dictamen IFS,no,FABRICA DE ALIMENTOS KRIS SA DE CV,1,11-30,Manufactura,Elaboración de botanas,OTAPIA@GRUPOSAGO.COM,no,,WWW.KRIS.MX,SAN BENITO,
24,01 Dictamen IFS,no,GLA GEOMEMBRANAS Y LONAS DE ACONCHI SC DE RL DE CV,1,11-30,Manufactura,Confección de productos de textiles recubiertos y de materiales sucedá,GLA_VENTAS@HOTMAIL.COM,sí,,WWW.GLA.COM.MX,SAN PEDRO EL SAUCITO,83305
24,01 Dictamen IFS,no,HIELERA Y REFRIGERADORA SA DE CV,1,11-30,Manufactura,Elaboración de hielo,BUZONHYRSA@GRUPOLAFAMA.COM,no,,,LA METALERA,83029
24,01 Dictamen IFS,no,JARUSO IMPO SA DE CV,1,11-30,Manufactura,"Preparación de embutidos y otras conservas de carne de ganado, aves y ",JARUSOADMON@GMAIL.COM,no,,,CHULA VISTA,83296
24,01 Dictamen IFS,no,JAV MINERALES Y NUTRIENTES SA DE CV,1,11-30,Manufactura,Elaboración de alimentos para animales,JAV.VENTAS@GMAIL.COM,sí,,,LA VICTORIA,83304
24,01 Dictamen IFS,no,LUZARANI DESINGS SA DE CV,1,11-30,Manufactura,"Elaboración de dulces, chicles y productos de confitería que no sean d",VENTAS3@PURORANCHO.COM,no,,WWW.PURORANCHO.COM,PARQUE INDUSTRIAL HERMOSILLO,83299
24,01 Dictamen IFS,no,MEXI FOOD SA DE CV,1,11-30,Manufactura,Preparación y envasado de pescados y mariscos,CONTRALORIA@FOODCO.COM,no,,,HERMOSILLO,83297
24,01 Dictamen IFS,no,NUTRIONIX SA DE CV,1,11-30,Manufactura,Elaboración de alimentos para animales,LORENIA.ORANTES@NUTRIONIX.NET,sí,,,PARQUE INDUSTRIAL,83299
24,01 Dictamen IFS,no,SALOME PASTELERIA SA DE CV,1,11-30,Manufactura,Panificación tradicional,SALOMEPASTELERIA@HOTMAIL.COM,no,,,SAN BENITO,83190
24,01 Dictamen IFS,no,TOROFINO  SA DE CV,1,11-30,Manufactura,"Preparación de embutidos y otras conservas de carne de ganado, aves y ",CONTACTO@ITOROFINO.COM.MX,no,,,RAQUET CLUB,83200
24,01 Dictamen IFS,no,ALEN DEL NORTE SA DE CV,1,11-30,Manufactura,"Fabricación de jabones, limpiadores y dentífricos",MARIA.VILLALOBOS@ALEN.COM.MX,sí,,WWW.GRUPOALEN.COM,FUENTES DEL MEZQUITAL,83270
24,01 Dictamen IFS,no,BIOMA FORMULACIONES SA DE CV,1,11-30,Manufactura,Fabricación de fertilizantes,FERNANDA.MENDEZ@MOLINAGRUP.COM,sí,,,SAN BENITO,83190
24,01 Dictamen IFS,no,ERGON ASFALTOS MEXICO S DE RL DE CV,1,11-30,Manufactura,Fabricación de productos de asfalto,DACIA.MARTINEZ@ERGON.COM,sí,,,DE HERMOSILLO,
24,01 Dictamen IFS,no,ETICENTRO DE SONORA SA DE CV,1,11-30,Manufactura,Impresión de formas continuas y otros impresos,ETICENTRO@HOTMAIL.COM,no,,,LOMA LINDA,83150
24,01 Dictamen IFS,no,GRUPO MINERO PLASTIEMPAC SA DE CV,1,11-30,Manufactura,Fabricación de envases y contenedores de plástico para embalaje con y ,COBRANZA@PROVEMIIN.COM,no,,WWW.GRUPOMINEROPLASTIRMPAC.COM,SAN BENITO,83190
24,01 Dictamen IFS,no,GRUPO GRAFICO MORAZ SA DE CV,1,11-30,Manufactura,Impresión de formas continuas y otros impresos,VENTAS@IMPRESOSRM.COM,no,,WWW.IMPRESOSRM.COM,SAN BENITO,83190
24,01 Dictamen IFS,no,INDUSTRIA QUIMICA DEL ISTMO SA DE CV,1,11-30,Manufactura,Fabricación de otros productos químicos básicos inorgánicos,ISAA.FONG@CYDSA.COM.MX,sí,,WWW.INDUSTRIAQUIMICADELISTMO.COM.MX,PARQUE INDUSTRIAL HERMOSILLO,
24,01 Dictamen IFS,no,INDUSTRIAS DE MATERIALES PARA LA CONSTRUCCION   SA DE CV,1,11-30,Manufactura,Fabricación de pinturas y recubrimientos,I736406.LA@GMAIL.COM,no,,WWW.PRODUCTOSMF.COM,PARQUE INDUSTRIAL,83299
24,01 Dictamen IFS,no,CONCRETOS APASCO SA DE CV,1,11-30,Manufactura,Fabricación de concreto,ERIKA.GONZALEZR@HOLCIM.COM,sí,,WWW.HOLCIM.COM,PROLONGACION LA MANGA,83220
24,01 Dictamen IFS,no,LABOPRINTEC DIGITAL SA DE CV,1,11-30,Manufactura,Impresión de formas continuas y otros impresos,CONTABILIDAD@MYTONER.COM.MX,no,,WWW.PRINTHOR.COM.MX,OLIVARES,83180
24,01 Dictamen IFS,no,PROMOTORA AMBIENTAL SERVICIOS SA DE CV,1,11-30,Manufactura,"Fabricación de jabones, limpiadores y dentífricos",CONTACTO@SOMOSLINT.COM,no,,WWW.SOMOSLINT.COM,QUINTA EMILIA,83214
24,01 Dictamen IFS,no,METAL SOMBRA Y LONA SAPI DE CV,1,11-30,Manufactura,Fabricación de otros productos de plástico sin reforzamiento,CONTACTO@PROMESHA.COM,no,,WWW.PROMESHA.COM,SAN BENITO,83190
24,01 Dictamen IFS,no,MOLYMEX SA DE CV,1,11-30,Manufactura,Fabricación de otros productos químicos básicos inorgánicos,HUMBERTO.MOLINA@MOLYMEX.COM.MX,sí,,WWW.MOLYMEX.COM.MX,METROCENTRO,83250
24,01 Dictamen IFS,no,PACIFIC PAPER ECO LINE SA DE CV,1,11-30,Manufactura,Fabricación de pañales desechables y productos sanitarios,YUNETGLEZ@PACIFICPAPER.COM.MX,no,,WWW.PACIFICPAPER.COM.MX,PARQUE INDUSTRIAL,83299
24,01 Dictamen IFS,no,PALETS EMPAQUES Y EMBALAJES SA DE CV,1,11-30,Manufactura,Fabricación de productos para embalaje y envases de madera,E.CARBAJAL@PSAP.COM.MX,sí,,,PARQUE INDUSTRIAL HERMOSILLO,
24,01 Dictamen IFS,no,PINTURAS BEREL SA DE CV,1,11-30,Manufactura,Fabricación de pinturas y recubrimientos,RRAMOS@BEREL.COM.MX,no,,WWW.BEREL.COM.MX,NUEVA ESTACION,83000
24,01 Dictamen IFS,no,PPG INDUSTRIES DE MEXICO SA DE CV,1,11-30,Manufactura,Fabricación de pinturas y recubrimientos,RMORENO@PPG.COM,no,,WWW.PPG.COM,PARQUE INDUSTRIAL,83299
24,01 Dictamen IFS,no,PRECONCRETO ASOCIACION DE CONSTRUCTORES SA DE CV,1,11-30,Manufactura,Fabricación de concreto,CONCRETOHERMISILLO@HOTMAIL.COM,no,,,PARQUE INDUSTRIAL,83299
24,01 Dictamen IFS,no,PROMOCIONALES DE SONORA SA DE CV,1,11-30,Manufactura,Impresión de formas continuas y otros impresos,VENTAS@MACDISTRIBUCION.COM,no,,MACDISTRIBUCION.COM,SAN BENITO,83190
24,01 Dictamen IFS,no,PREFABRICADO DE CONCRETO PYPCO SA,1,11-30,Manufactura,Fabricación de otros productos de cemento y concreto,VENTAS.HERMOSILLO@PYPCO.COM.MX,sí,,,LA VICTORIA,83304
24,01 Dictamen IFS,no,RENOVADO ALTA TECNOLOGIA SA DE CV,1,11-30,Manufactura,Revitalización de llantas,GERENCIA@RENATEC.COM.MX,no,,,LAS AMAPOLAS,83020
24,01 Dictamen IFS,no,SONOGRAPH SA,1,11-30,Manufactura,Impresión de formas continuas y otros impresos,INFO@SONOGRAPH.COM.MX,no,,WWW.SONOGRAPH.COM.MX,LOMAS ALTAS,
24,01 Dictamen IFS,no,TERRAMOSA  SA DE CV,1,11-30,Manufactura,Fabricación de productos a base de piedras de cantera,TERRAMOSA.MATRIZ@GMAIL.COM,sí,,,ZONA INDUSTRIAL,83117
24,01 Dictamen IFS,no,UPLASTIC UP SA DE CV,1,11-30,Manufactura,Fabricación de bolsas y películas de plástico flexible,FACTURACION@UPLASTIC.COM.MX,no,,,UNION DE LADRILLEROS,83179
24,01 Dictamen IFS,no,ACEM METALES Y ACEROS ESPECIALES DE MEXICO SA DE CV,1,11-30,Manufactura,Fabricación de estructuras metálicas,FERNANDA.MENDEZ@MOLINAGRUP.COM,sí,,,SAN BENITO,83190
24,01 Dictamen IFS,no,VTA SOLUTIONS SA DE CV,1,11-30,Manufactura,Fabricación de productos de herrería,JALDRETE@DASVENT.COM,no,,WWW.DASVENT.COM,OLIVARES,83180
24,01 Dictamen IFS,no,DELPASE SA DE CV,1,11-30,Manufactura,"Fabricación de equipo no electrónico para uso médico, dental y para la",FACTURAS.DENTALARTS@HOTMAIL.COM,sí,,WWW.DENTALARTSMEXICO.COM,LOMA LINDA,83150
24,01 Dictamen IFS,no,ESPECIALISTAS EN ESTRUCTURAS Y SERVICIOS TECNICOS SA DE CV,1,11-30,Manufactura,Fabricación de estructuras metálicas,ESTRUCTURASYSERVICIOS@OUTLOOK.COM,no,,,LA VICTORIA,83304
24,01 Dictamen IFS,no,NEON AA A SA DE CV,1,11-30,Manufactura,Fabricación de anuncios y señalamientos,TERESITA@NEONAAA.COM,no,,WWW.NEONAAA.COM,ALVARO OBREGON,
24,01 Dictamen IFS,no,BIO-SISTEMAS SEGURIDAD PRIVADA SA DE CV,1,11-30,Manufactura,Otras industrias manufactureras,BIOSISTEMASCONTABILIDAD@GMAIL.COM,no,,,PARQUE INDUSTRIAL,83299
24,01 Dictamen IFS,no,HM SISTEMAS DE ENERGIA SA DE CV,1,11-30,Manufactura,Fabricación de motores y generadores eléctricos,HEYDIRIESGO@HMSISTEMAS.COM,no,,WWW.HMSISTEMAS.COM,OLIVARES,83180
24,01 Dictamen IFS,no,INDUSTRIAL COM SA DE CV,1,11-30,Manufactura,Fabricación de maquinaria y equipo para levantar y trasladar,MCONTRERAS@INDUSTRIALCOM.COM.MX,no,,WWW.INDUSTRIALCOM.COM.MX,PARQUE INDUSTRIAL,83297
24,01 Dictamen IFS,no,KALE FANS AMERICA,1,11-30,Manufactura,Fabricación de equipo de aire acondicionado y calefacción,CONTABILIDAD@KALEFANSAMERICA.COM,no,,,EL LLANO,83210
24,01 Dictamen IFS,no,MATEO GOODS FABRICA DE SONORA SA DE CV,1,11-30,Manufactura,Fabricación de muebles de oficina y estantería,AARON@MACIZO.COM.MX,no,,WWW.MACIZO.MX,PARQUE INDUSTRIAL,83299
24,01 Dictamen IFS,no,TALLER DE TORNO GR SA DE CV,1,11-30,Manufactura,Maquinado de piezas metálicas para maquinaria y equipo en general,MAQUINADOSGR@GMAIL.COM,no,,MAQUINADOSGR.COM,LUIS ENCINAS,83138
24,01 Dictamen IFS,no,MARCA RESIDENCIALES SC DE RL DE CV,1,11-30,Manufactura,Fabricación de cocinas integrales y muebles modulares de baño,INFO@TALLERMARCA.COM,no,,,VILLA SATELITE,83200
24,01 Dictamen IFS,no,MAZARINO COCINAS SA DE CV,1,11-30,Manufactura,Fabricación de cocinas integrales y muebles modulares de baño,VENTAS@MAZARINO.MX,no,,WWW.MAZARINO.MX,CENTRO,83000
24,01 Dictamen IFS,no,MIDITEC SA DE CV,1,11-30,Manufactura,Fabricación de muebles de oficina y estantería,MGGH@MIDITEC.COM.MX,no,,WWW.MIDITEC.COM.MX,PARQUE INDUSTRIAL,83299
24,01 Dictamen IFS,no,ESPIRODUCTO DE MEXICO EDM SA DE CV,1,11-30,Manufactura,Fabricación de productos de herrería,MRAMIREZ@GRUPOINDUSTRIALSERSA.COM,no,,,SAN BENITO,83190
24,01 Dictamen IFS,no,SIMA & AUT SA DE CV,1,11-30,Manufactura,Maquinado de piezas metálicas para maquinaria y equipo en general,SIMA.FRACTURAS1@GMAIL.COM,no,,,PARQUE INDUSTRIAL,83299
24,01 Dictamen IFS,no,DISTRIBUCIONES ERG DE MEXICO S DE RL DE CV,1,11-30,Manufactura,Fabricación de productos de herrería,VENTAS@VENTUSMEXICO.COM,no,,WWW.VENTUSMEXICO.COM,NUEVA ESTACION,83020
24,01 Dictamen IFS,no,AGRIGA DE MEXICO SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de medicamentos veterinarios y alimentos para an,VENTAS@AGRIGA.COM.MX,no,,WWW.AGRIGA.COM.MX,NUEVA ESTACION,83020
24,01 Dictamen IFS,no,AGROFORX SA DE CV,1,11-30,Comercio mayoreo,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para si",AGROFORX@GMAIL.COM,no,,WWW.AGROFORX.MX,SAN BENITO,83190
24,01 Dictamen IFS,no,AGROPECUARIA DASA SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de medicamentos veterinarios y alimentos para an,CONTABILIDAD@DASAVET.COM,no,,,SAN BENITO,
24,01 Dictamen IFS,no,AGROQUIMICOS Y BIOLOGICOS SA,1,11-30,Comercio mayoreo,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para si",AGROBIOLOGICOS@PRODIGY.NET.MX,no,,,LA MANGA,
24,01 Dictamen IFS,no,ALUMINIOS DEL PACIFICO SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de materiales metálicos para la construcción y l,ALUPACSA_CONTABILIDAD@HOTMAIL.COM,sí,,,EL CHOYAL,
24,01 Dictamen IFS,no,APPLIED MEXICO SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de otras materias primas para otras industrias,DMALDONADO@APPLIED.COM.MX,no,,WWW.APPLIED.COM.MX,SAN BENITO,83190
24,01 Dictamen IFS,no,BADESA DEL NOROESTE SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de equipo y material eléctrico,VENTAS.SONORA@BADESA.COM.MX,sí,,GRUPOBADESA.COM,PIMENTEL,83188
24,01 Dictamen IFS,no,BALATAS Y REFACCIONES MM SA DE CV,1,11-30,Comercio mayoreo,"Comercio al por mayor de partes y refacciones nuevas para automóviles,",BALATASMMCONTABILIDAD@GMAIL.COM,no,,,SAN BENITO,83190
24,01 Dictamen IFS,no,BARDAHL DE MEXICO SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de combustibles de uso industrial,JOSE.GONZALEZ@BARDAHL.COM.MX,sí,,WWW.BARDAHL.COM.MX,EL LLANO,83210
24,01 Dictamen IFS,no,BARMEX SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de maquinaria y equipo para la industria manufac,ROBERTO.SANCHEZMARTINEZ@BARMEX.COM.MX,sí,,WWW.BARMEX.COM.MX,JESUS GARCIA,
24,01 Dictamen IFS,no,BINASA HERMOSILLO SC,1,11-30,Comercio mayoreo,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y ",C.COMPRAS@BINASAHILLO.COM.MX,sí,,,PARQUE INDUSTRIAL,83297
24,01 Dictamen IFS,no,EBSA ELECTRICA SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de equipo y material eléctrico,EBSA@EBSAELECTRICA.COM,no,,,ALTOS DE ARAGON,83104
24,01 Dictamen IFS,no,DISONORA SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de conservas alimenticias,DISONORA@TELMEXMAIL.COM,no,,WWW.LACOSTENA.COM,PIMENTEL,83188
24,01 Dictamen IFS,no,CADECO SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de maquinaria y equipo para la industria manufac,VENTASNET@CADEO.COM.MX,no,,WWW.CADECO.COM.MX,QUINTA EMILIA,
24,01 Dictamen IFS,no,MIGUEL ANGEL MARTINEZ FLORES,1,11-30,Comercio mayoreo,Comercio al por mayor de carnes rojas,CONTABILIDAD@DELTRONCONAL.COM,no,,,CAMINO REAL,83178
24,01 Dictamen IFS,no,CARSALAB SA DE CV,1,11-30,Comercio mayoreo,"Comercio al por mayor de mobiliario, equipo e instrumental médico y de",JOAQUIN.FONTES@CARSALAB.COM,sí,,WWW.CARSALAB.COM,URBI VILLA DEL PRADO,
24,01 Dictamen IFS,no,CASCO PRODUCE SA DE CV SA,1,11-30,Comercio mayoreo,Comercio al por mayor de frutas y verduras frescas,FACTURAS@CASCOPRODUCE.COM,no,,WWW.CASCOPRODUCE.COM,CAMPANARIO,83249
24,01 Dictamen IFS,no,TENEDOR A APACHE SAPI DE CV,1,11-30,Comercio mayoreo,"Comercio al por mayor de cemento, tabique y grava",INFO@CEMENTOAPACHE.COM,no,,,EL LLANO,83210
24,01 Dictamen IFS,no,CERCOS PARA LA CONSTRUCCION SA DE CV,1,11-30,Comercio mayoreo,"Comercio al por mayor de cemento, tabique y grava",CERCONSA@HOTMAIL.COM,no,,WWW.CERCONSANET,SAN LUIS,83160
24,01 Dictamen IFS,no,NRW CHEMIE MEXICANA SA,1,11-30,Comercio mayoreo,Comercio al por mayor de productos químicos para la industria farmacéu,B.MONTOYA@NRWCHEMIE.COM.MX,sí,,WWW.CHEMIEMEXICANA.COM,PARQUE INDUSTRIAL,
24,01 Dictamen IFS,no,COEL SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de equipo y material eléctrico,GERARDOH@COELHERMOSILLO.COM,no,,WWW.COELVICTORIA.COM.MX,RAQUET CLUB,83200
24,01 Dictamen IFS,no,COMERCIAL ALBURA SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de huevo,CONTABILIDAD@COMERCIALALBURA.COM,no,,,LIBERTAD,
24,01 Dictamen IFS,no,PROGRA SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de medicamentos veterinarios y alimentos para an,PROGRASAS@HOTMAIL.COM,no,,,QUINTA EMILIA,83214
24,01 Dictamen IFS,no,FABRICAS DE CALZADO ANDREA  SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de calzado,BUZONFISCAL@ANDREA.COM,no,,MX.ANDREA.COM,CENTRO,83000
24,01 Dictamen IFS,no,COMERCIALIZADORA EL ORO SA,1,11-30,Comercio mayoreo,Comercio al por mayor de bebidas no alcohólicas y hielo,JCMONROY@JUMEX.COM.MX,no,,WWW.JUMEX.COM.MX,EL CHAPARRAL,
24,01 Dictamen IFS,no,COMERCIALIZADORA MOSKI SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de abarrotes,MOSKISADECV@HOTMAIL.COM,no,,,EL RANCHITO,83050
24,01 Dictamen IFS,no,COMERCIALIZADORA Y RECUBRIMIENTOS DEL NORTE SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de pintura,INFO@CNRCOMERCIALIZADORQ.COM,no,,,SAN BENITO,83190
24,01 Dictamen IFS,no,COMPAÑIA SALINERA ALCATRAZ SA DE CV,1,11-30,Comercio mayoreo,"Comercio al por mayor de semillas y granos alimenticios, especias y ch",ARSENIO1@HOTMAIL.COM,no,,,CONSTITUCION,83150
24,01 Dictamen IFS,no,VERITIV SA DE CV,1,11-30,Comercio mayoreo,"Comercio al por mayor de envases en general, papel y cartón para la in",MOISES.PEREZ@VERITIVCORP.COM,sí,,,VISTA BELLA,83174
24,01 Dictamen IFS,no,COINSAMATIK SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de otra maquinaria y equipo de uso general,VENTAS@COINSA-MATIK.COM,no,,WWW.COINSA-MATIK.COM.MX,DEL RAZO,83070
24,01 Dictamen IFS,no,CONDUMEX SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de equipo y material eléctrico,CMENDOZA@CONDUMEX.COM.MX,no,,WWW.CONDUMEX,EL LLANO,
24,01 Dictamen IFS,no,CONSTRUMAC,1,11-30,Comercio mayoreo,Comercio al por mayor de maquinaria y equipo para la construcción y la,ATENSIONACLIENTE@CONSTRUMAC.COM.MX,no,,WWW.CONSTRUMAC.COM.MX,VILLA DE SERIS,83280
24,01 Dictamen IFS,no,COMERCIAL RECICLADORA SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de desechos de papel y de cartón,FABIAN.VILLARREAL@COPAMEX.COM,sí,,,PRIVADAS DELBOSQUE,83117
24,01 Dictamen IFS,no,CORPORATIVO FOPA SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de bebidas no alcohólicas y hielo,CONTADORGENERAL@JAZTEA.COM.MX,no,,,OLIVARES,
24,01 Dictamen IFS,no,INGENIERIA E INSTALACIONES CDC SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de equipo y material eléctrico,NORMA@DELAREE.COM,no,,,FERRETERIA,83013
24,01 Dictamen IFS,no,DISTRIBUIDORA DE ACEROS LAMINADO SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de materiales metálicos para la construcción y l,GERENCIAHMO@DLSA.MX,no,,WWW.DALSA.MX,SAN ISIDRO,83174
24,01 Dictamen IFS,no,DCO SUPPLY SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de maquinaria y equipo para la construcción y la,CONTABILIDAD@DCOSUPPLY.COM,no,,WWW.DCOSUPPLY.COM,CASA BLANCA,83079
24,01 Dictamen IFS,no,DECSSON WELDING SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de otra maquinaria y equipo de uso general,RECEPCION@DECSSONWELDING.COM.MX,no,,WWW.DECSSONWELDING.COM,PIMENTEL,83188
24,01 Dictamen IFS,no,DESARROLLO EN EMPAQUES E INSUMOS INDUSTRIALES DEMINSA SA DE CV,1,11-30,Comercio mayoreo,"Comercio al por mayor de envases en general, papel y cartón para la in",CONTROL@DEMINSA.COM.MX,no,,WWW.DEMINSA.COM.MX,PARQUE INDUSTRIAL,83299
24,01 Dictamen IFS,no,DIEBOLD NIXDORF DE MEXICO SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de maquinaria y equipo para otros servicios y pa,ERIK.FLORES@DIEBOLDNIXDORF.COM,sí,,WWW.DIEBOLDNIXDORF.COM,LAS QUINTAS,83240
24,01 Dictamen IFS,no,DIFARMER SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de productos farmacéuticos,ADMINISTRACION@DIFARMER.COM,no,,,SAN BENITO,83190
24,01 Dictamen IFS,no,DANAMICA INDUSTRIAL DEL NOROESTE SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de otra maquinaria y equipo de uso general,HOLA@DINAMICAINDUSTRIAL.COM,no,,WWW.DINAMICAINDUSTRIAL.COM,SAN BENITO,83190
24,01 Dictamen IFS,no,DISLAB SA DE CV,1,11-30,Comercio mayoreo,"Comercio al por mayor de mobiliario, equipo e instrumental médico y de",ADMINISTRACION@DISTLAB.COM.MX,no,,,COLEGIO MILITAR AEROPUERTO,83220
24,01 Dictamen IFS,no,DISTRIBUCIONES BAYLISS SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de abarrotes,CSANCHEZ@DISBAY.MX,no,,WWW.DISBAY.MX,4 DE MARZO,83105
24,01 Dictamen IFS,no,DISTRIBUCIONES SANTA CRUZ SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de dulces y materias primas para repostería,CONTADOR@DISTRIBUCIONESSANTACRUZ.COM,no,,WWW.DISTRIBUCIONESSANTACRUZ.COM,EL LLANO,
24,01 Dictamen IFS,no,DISTRIBUIDORA CASTRO S SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de juguetes y bicicletas,DISTRIBUIDORACASTROS@HOTMAIL.COM,no,,,PIMENTEL,83188
24,01 Dictamen IFS,no,DISTRIBUIDORA DE BALEROS DEL SURESTE SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de otra maquinaria y equipo de uso general,VENTASHERMOSILLO@DBSMX.COM,no,,WWW.DBSMX.COM,COUNTRY CLUB,
24,01 Dictamen IFS,no,DISTRIBUIDORA DE BEBIDAS DE SONORA SA,1,11-30,Comercio mayoreo,Comercio al por mayor de vinos y licores,DIBESON@HOTMAIL.COM,no,,,AMAPOLAS,83029
24,01 Dictamen IFS,no,DISTRIBUIDORA DE CABLES DEL NOROESTE SA DE CV,1,11-30,Comercio mayoreo,Comercio al por mayor de equipo y material eléctrico,ERIKA.TERANQ@TECNERGY.MX,sí,,WWW.TECNERGY.MX,SAN BENITO,
